Substance Number;Common Name;Chemical Name;CAS Number;DOT Number;SHHS List;synonym;Source 1;CA;CO;MU;TE;F4;F3;F2;R4;R3;R2;R1;Source 2;Source 3;Source 4;Source 5;Source 6;Source 7;Source 8;Source 14;Source 15;Source 17;Source 18;Source 19;Source 20;Source 21;Source 22;non prefix
2818;THIOCARBAZIDE;CARBONOTHIOIC DIHYDRAZIDE;           2231-57-4;2588;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;THIOCARBAZIDE
2819;THIOCYANIC ACID, (2-BENZOTHIAZOLYLTHIO)METHYL ESTER;THIOCYANIC ACID, (2-BENZOTHIAZOLYLTHIO)METHYL ESTER;          21564-17-0;;;;;;;;;;;F2;;;;;;;;;;;;14;;;;;;;;THIOCYANICACIDBENZOTHIAZOLYLTHIOMETHYLESTER
2820;THIOFANOX;2-BUTANONE, 3,3-DIMETHYL-1-(METHYLTHIO)-, O-[(METHYLAMINO)CARBONYL]OXIME;          39196-18-4;2757;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;20;21;;THIOFANOX
2821;THIOGLYCOL;ETHANOL, 2-MERCAPTO-;             60-24-2;2966;;;;;;;;;;F2;;;;R1;;3;;;;;;;15;17;;;;;;THIOGLYCOL
2823;THIOSEMICARBAZIDE;HYDRAZINECARBOTHIOAMIDE;             79-19-6;2771;;;;;;;;;;;;;;;;3;;;6;;;;;17;18;19;20;21;;THIOSEMICARBAZIDE
2824;THIOUREA, (2-CHLOROPHENYL)-;THIOUREA, (2-CHLOROPHENYL)-;           5344-82-1;2588;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;20;21;;THIOUREACHLOROPHENYL
2825;THIOUREA, (2-METHYLPHENYL);THIOUREA, (2-METHYLPHENYL)-;            614-78-8;2811;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;THIOUREAMETHYLPHENYL
2829;trans-1,4-DICHLOROBUTENE;2-BUTENE,1,4-DICHLORO-, (2E)-;            110-57-6;2922;#;;;;CO;;;;;F2;;;;;;3;;;6;7;;;;17;18;19;20;21;;DICHLOROBUTENE4
2830;TRIAMIPHOS;PHOSPHONIC DIAMIDE, P-(5-AMINO-3-PHENYL-1H-1,2,4-TRIAZOL-1-YL)-N,N,N',N'-TETRAMETHYL-;           1031-47-6;2783;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;TRIAMIPHOS
2835;TRIAZOFOS;PHOSPHOROTHIOIC ACID, O,O-DIETHYL O-(1-PHENYL-1H-1,2,4-TRIAZOL-3-YL) ESTER;          24017-47-8;3018;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;TRIAZOFOS
2836;TRICHLORO(CHLOROMETHYL)SILANE;SILANE,TRICHLORO(CHLOROMETHYL)-;           1558-25-4;1295;#;;;;CO;;;;;F2;;;R2;;;3;;;6;;;;;17;;19;;;;TRICHLOROCHLOROMETHYLSILANE
2837;TRICHLORONATE;PHOSPHONOTHIOIC ACID, ETHYL-, O-ETHYL O-(2,4,5-TRICHLOROPHENYL) ESTER;            327-98-0;3018;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;TRICHLORONATE
2838;TRIETHOXYSILANE;SILANE, TRIETHOXY-;            998-30-1;2810;#;;;;;;;;F3;;;;;;;3;;;6;;;;;17;;19;;;;TRIETHOXYSILANE
2841;2,4,6-TRIMETHYL ANILINE;BENZENAMINE, 2,4,6-TRIMETHYL-;             88-05-1;2810;;;;;;;;;;;;;;;;3;;;6;7;;;;17;;19;;;;TRIMETHYLANILINE
2843;TRIMETHYLOLPROPANE PHOSPHITE;2,6,7-TRIOXA-1-PHOSPHABICYCLO[2.2.2]OCTANE, 4-ETHYL-;            824-11-3;;;;;;;;;;;;;;;;;;;;6;;;;;;;19;;;;TRIMETHYLOLPROPANEPHOSPHITE
2845;TRIMETHYLTIN CHLORIDE;STANNANE, CHLOROTRIMETHYL-;           1066-45-1;2786;;;1;;;;;;;;;;;R1;2;3;4;;6;;;;;17;;19;;;;TRIMETHYLTINCHLORIDE
2847;TRIS(2-CHLOROETHYL)AMINE;ETHANAMINE, 2-CHLORO-N,N-BIS(2-CHLOROETHYL)-;            555-77-1;2810;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;TRISCHLOROETHYLAMINE
2850;VALINOMYCIN;VALINOMYCIN;           2001-95-8;2588;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;VALINOMYCIN
2856;BICYCLO(2.2.1.)HEPTANE-2-CARBONITRILE, 5-CHLORO-6- ((((METHYLAMINO)CARBONYL)OXY)IMINO)-,(1s-(1-alpha, 2-beta, 4-alpha, 5-alpha, 6E))-;BICYCLO[2.2.1]HEPTANE-2-CARBONITRILE, 5-CHLORO-6-[[[(METHYLAMINO)CARBONYL]OXY]IMINO]-,(1S,2R,4R,5R,6E)-;          15271-41-7;2992;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;BICYCLOHEPTANECARBONITRILECHLOROMETHYLAMINOCARBONYLOXYIMINO
2858;XYLYLENE DICHLORIDE;BENZENE, BIS(CHLOROMETHYL)-;          28347-13-9;2811;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;XYLYLENEDICHLORIDE
2859;ZINC AMMONIUM CHLORIDE;ZINCATE(2-), TETRACHLORO-, DIAMMONIUM, (T-4)-;          14639-97-5;3077;;;;;;;;;;;;;;;;3;;;6;;;;;17;18;;20;;;ZINCAMMONIUMCHLORIDE
2860;WARFARIN SODIUM;2H-1-BENZOPYRAN-2-ONE, 4-HYDROXY-3-(3-OXO-1-PHENYLBUTYL)-, SODIUM SALT;            129-06-6;3027;;;;;;;;;;;;;;;;3;;;6;;;;;17;18;19;20;21;;WARFARINSODIUM
2862;FORMETANATE HYDROCHLORIDE;METHANIMIDAMIDE, N,N-DIMETHYL-N'-[3-[[(METHYLAMINO)CARBONYL]OXY]PHENYL]-MONOHYDROCHLORIDE;          23422-53-9;2757;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;20;21;;FORMETANATEHYDROCHLORIDE
2863;ZINC, DICHLORO(4,4-DIMETHYL-5-((((METHYLAMINO)  CARBONYL)OXY)IMINO)PENTANENITRILE)-,(T-4);ZINC, DICHLORO[4,4-DIMETHYL-5-[[[(METHYLAMINO)CARBONYL-.kappa.O]OXY]IMINO-.kappa.N]PENTANENITRILE]-,(T-4)-;          58270-08-9;2588;;;;;;;;;;;;;;;;3;;;6;;;;;17;18;19;;;;ZINCDICHLORODIMETHYLMETHYLAMINOCARBONYLOXYIMINOPENTANENITRILET
2870;CHROMIUM III COMPOUNDS;;;;;;1;;;;;;;;;;;;2;;4;;6;7;8;;;;18;;20;;;CHROMIUMCOMPOUNDS2
2874;MERCURY, ARYL COMPOUNDS;;;2025;;;1;;;;;;;;;;;;2;3;4;;6;7;;;;17;18;;20;;;MERCURYARYLCOMPOUNDS
2883;ZINC RESINATE;RESIN ACIDS and ROSIN ACIDS, ZINC SALTS;           9010-69-9;2714;#;;;;;;;;;;;;R2;;;3;;;;;;;;17;;;;;;ZINCRESINATE
2886;METHYL-S-DEMETON;PHOSPHOROTHIOIC ACID, S-[2-(ETHYLTHIO)ETHYL] O,O-DIMETHYL ESTER;            919-86-8;3018;;;;;;;;;;;;;;;2;3;;;6;;;;;17;;19;;;;METHYLSDEMETON
2887;THALLOUS SULFATE see Fact Sheet # 1842 on THALLIUM SULFATE;SULFURIC ACID, DITHALLIUM(1+) SALT;           7446-18-6;;;;;;;;;;;;;;;;;;;;6;;8;;;;;19;20;21;;THALLOUSSULFATE
2888;CROTONALDEHYDE see Fact Sheet # 0538 on CROTONALDEHYDE, (E)-;2-BUTENAL;           4170-30-3;1143;#;;1;;;MU;;;F3;;;;R2;;2;3;4;;6;7;;;15;17;18;19;;21;22;CROTONALDEHYDE
2890;ACETAMIDE;ACETAMIDE;             60-35-5;3077;#;;;CA;;;;;;;;;;;;3;;;6;7;;;;17;18;;20;;;ACETAMIDE
2891;ALUMINUM OXIDE;ALUMINUM OXIDE (Al2O3);           1344-28-1;;;;1;;;;;;;;;;;;2;;4;;6;;;;;;18;;;;;ALUMINUMOXIDE
2893;p-ANISIDINE;BENZENAMINE, 4-METHOXY-;            104-94-9;2431;;;1;;;;;;;;;;;;2;3;4;;6;7;;;;17;18;;;;;ANISIDINE2
2894;AURAMINE;BENZENAMINE, 4,4'-(CARBONIMIDOYLBIS[N,N-DIMETHYL-;            492-80-8;1602;#;;;CA;;;;;;;;;;;;3;;;6;7;;;;17;18;;20;21;;AURAMINE
2895;BENZAMIDE;BENZAMIDE;             55-21-0;;;;;;;;;;;;;;;;;;;;6;;;;;;18;;;;;BENZAMIDE
2896;BUTYL BENZYL PHTHALATE;1,2-BENZENEDICARBOXYLIC ACID, BUTYL PHENYLMETHYL ESTER;             85-68-7;3082;#;;;CA;;;;;;;;;;;;3;;;6;7;8;;15;17;;;20;;;BUTYLBENZYLPHTHALATE
2897;C.I. ACID BLUE 9, DIAMMONIUM SALT;BENZENEMETHANAMINIUM, N-ETHYL-N-[4-[[4-[ETHYL[(3-SULFOPHENYL)METHYL]AMINO]PHENYL](2-SULFOPHENYL)METHYLENE]-2,5-CYCLOHEXADIEN-1-YLIDENE]-3-SULFO-, INNER SALT, DIAMMONIUM SALT;           2650-18-2;1602;;;;;;;;;;;;;;;;3;;;6;;;;;17;;;;;;CIACIDBLUEDIAMMONIUMSALT
2899;2,4-DIAMINOANISOLE SULFATE;1,3-BENZENEDIAMINE, 4-METHOXY-, SULFATE (1:1);          39156-41-7;;#;;;CA;;;;;;;;;;;;;;5;6;7;;;;;18;;;;;DIAMINOANISOLESULFATE
2900;N-NITROSONORNICOTINE;PYRIDINE, 3-[(2S)-1-NITROSO-2-PYRROLIDINYL]-;          16543-55-8;;#;;;CA;;;;;;;;;;;;;;5;6;7;;;;;18;;;;;NITROSONORNICOTINE
2902;m-XYLENE see Fact Sheet # 2014 on XYLENE;BENZENE, 1,3-DIMETHYL-;            108-38-3;1307;#;;1;;;;;;F3;;;;;;2;3;4;;6;;;;15;17;18;;20;21;;XYLENE1
2903;o-XYLENE see Fact Sheet # 2014 on XYLENE;BENZENE, 1,2-DIMETHYL-;             95-47-6;1307;#;;1;;;;;;F3;;;;;;2;3;4;;6;;;;15;17;18;;20;21;;XYLENE2
2904;p-XYLENE see Fact sheet # 2014 on XYLENE;BENZENE, 1,4-DIMETHYL-;            106-42-3;1307;#;;1;;;;;;F3;;;;;;2;3;4;;6;;;;15;17;18;;20;21;;XYLENE3
2907;N-NITROSOMETHYLVINYLAMINE;ETHENAMINE, N-METHYL-N-NITROSO-;           4549-40-0;3082;#;;;CA;;;;;;;;;;;;3;;5;6;7;;;;17;18;;20;21;;NITROSOMETHYLVINYLAMINE
2908;BENZIMIDAZOLE, 4,5-DICHLORO-2-(TRIFLUOROMETHYL)-;1-H-BENZIMIDAZOLE, 4,5-DICHLORO-2-(TRIFLUOROMETHYL)-;           3615-21-2;3077;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;BENZIMIDAZOLEDICHLOROTRIFLUOROMETHYL
2910;PHOSPHOROTHIOIC ACID, O,O-DIMETHYL-S-(2-METHYLTHIO)ETHYL ESTER;PHOSPHOROTHIOIC ACID, O,O-DIMETHYL-S-[2-(METHYLTHIO)ETHYL] ESTER;           2587-90-8;3018;;;;;;;;;;;;;;;;3;;;6;;;;;17;;19;;;;PHOSPHOROTHIOICACIDOODIMETHYLSMETHYLTHIOETHYLESTER
2911;PROPIOPHENONE, 4-AMINO-;1-PROPANONE, 1-(4-AMINOPHENYL)-;             70-69-9;;;;;;;;;;;;;;;;;;;;6;;;;;;;19;;;;PROPIOPHENONEAMINO
2912;STANNANE, ACETOXYTRIPHENYL-;STANNANE, (ACETYLOXY)TRIPHENYL-;            900-95-8;3020;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;;19;;;;STANNANEACETOXYTRIPHENYL
2915;FAMPHUR;PHOSPHOROTHIOIC ACID, O-[4-[(DIMETHYLAMINO)SULFONYL]PHENYL] O,O-DIMETHYL ESTER;             52-85-7;2783;;;;;;;;;;;;;;;;3;;;6;;;;;17;18;;20;21;;FAMPHUR
2916;2,3,4,6-TETRACHLOROPHENOL;PHENOL, 2,3,4,6-TETRACHLORO-;             58-90-2;2020;#;;;CA;CO;;;;;;;;;;;3;;;;7;8;;;17;18;;20;21;;TETRACHLOROPHENOL
2917;4-CHLORO-m-CRESOL;PHENOL, 4-CHLORO-3-METHYL-;             59-50-7;2669;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;CHLOROCRESOL
2920;ETHANEDIYL BISCARBAMODITHIOIC ACID;CARBAMODITHIOIC ACID, 1,2-ETHANEDIYLBIS-;            111-54-6;2992;;;;;;;;;;;;;;;;3;;;;;;;;17;18;;20;21;;ETHANEDIYLBISCARBAMODITHIOICACID
2924;1,4-NAPHTHALENEDIONE;1,4-NAPHTHALENEDIONE;            130-15-4;3077;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;NAPHTHALENEDIONE
2925;1-METHYL BUTADIENE;1,3-PENTADIENE;            504-60-9;1010;#;;;;;;;;F3;;;;R2;;;3;;;6;;;;15;17;;;20;21;22;METHYLBUTADIENE1
2926;2,3,4-TRICHLOROPHENOL;PHENOL, 2,3,4-TRICHLORO-;          15950-66-0;2020;;;;;;;;;;;;;;;;3;;;;;;;;17;18;;20;;;TRICHLOROPHENOL2
2927;2,3,5-TRICHLOROPHENOL;PHENOL, 2,3,5-TRICHLORO-;            933-78-8;2020;;;;;;;;;;;;;;;;3;;;;;;;;17;18;;20;;;TRICHLOROPHENOL3
2928;2,3,6-TRICHLOROPHENOL;PHENOL, 2,3,6-TRICHLORO-;            933-75-5;2020;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;;;TRICHLOROPHENOL4
2929;2,3-DICHLOROPROPENE;1-PROPENE, 2,3-DICHLORO-;             78-88-6;2047;#;;;;;;;;F3;;;;;;;3;;;6;;;;15;17;18;;20;;;DICHLOROPROPENE2
2940;2,4,5-T SALTS;ACETIC ACID, (2,4,5-TRICHLOROPHENOXY)-, SODIUM SALT;          13560-99-1;2765;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;;;TSALTS
2950;2,4-DINITROPHENOL;PHENOL, 2,4-DINITRO-;             51-28-5;1320;#;;;;;;;;;F2;R4;;;;;3;;;6;;8;;;17;18;;20;21;;DINITROPHENOL2
2951;2,5-DINITROPHENOL see Fact Sheet # 0780 on DINITROPHENOL;PHENOL, 2,5-DINITRO-;            329-71-5;1320;#;;;;;;;;;F2;R4;;;;;3;;;;;;;;17;;;20;;;DINITROPHENOL3
2952;2,6-DICHLOROPHENOL;PHENOL, 2,6-DICHLORO-;             87-65-0;2021;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;DICHLOROPHENOL2
2953;2,6-DINITROPHENOL see Fact Sheet  # 0780 on DINITROPHENOL;PHENOL, 2,6-DINITRO-3;            573-56-8;1320;#;;;;;;;;;F2;R4;;;;;3;;;;;;;;17;;;20;;;DINITROPHENOL4
2954;2-CHLOROETHYL VINYL ETHER;ETHENE, (2-CHLOROETHOXY)-;            110-75-8;1993;#;;;;;;;;F3;;;;R2;;;3;;;;;;;15;17;;;20;21;;CHLOROETHYLVINYLETHER
2955;2-PICOLINE;PYRIDINE, 2-METHYL-;            109-06-8;2313;#;;;;;;;;F3;;;;;;;3;;;6;;;;15;17;18;;20;21;;PICOLINE2
2956;3,4,5-TRICHLOROPHENOL;PHENOL, 3,4,5-TRICHLORO-;            609-19-8;2020;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;;;TRICHLOROPHENOL7
2957;4-CHLOROPHENYL PHENYL ETHER;BENZENE, 1-CHLORO-4-PHENOXY-;           7005-72-3;3271;;;;;;;;;;F2;;;;;;3;;;;;;;;17;;;20;;;CHLOROPHENYLPHENYLETHER
2958;ACENAPHTHENE;ACENAPHTHYLENE, 1,2-DIHYDRO-;             83-32-9;3077;;;;;;;;;;;;;;;;3;;;;;8;;;17;;;20;;;ACENAPHTHENE
2959;ACENAPHTHYLENE;ACENAPHTHYLENE;            208-96-8;3077;;;;;;;;;;;;;;;;3;;;;;8;;;17;;;20;;;ACENAPHTHYLENE
2960;ACETAMIDE, N- ( AMINOTHIOXOMETHYL)-;ACETAMIDE, N-( AMINOTHIOXOMETHYL)-;            591-08-2;3077;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;ACETAMIDEAMINOTHIOXOMETHYL
2961;ACETOPHENONE;ETHANONE, 1-PHENYL-;             98-86-2;1993;;;;;;;;;;F2;;;;;2;3;;;6;;8;;15;17;18;;20;21;;ACETOPHENONE
2962;DIETHYLARSINE;ARSINE, DIETHYL-;            692-42-2;3082;#;;;;;;;F4;;;;;R2;;;3;;;;;;;;17;;;20;21;;DIETHYLARSINE
2963;BENZ(c)ACRIDINE;BENZ[c]ACRIDINE;            225-51-4;3077;;;;;;;;;;;;;;;;3;;;;7;;;;17;;;20;21;;BENZACRIDINE
2964;4-CHLOROANILINE;BENZENAMINE, 4-CHLORO-;            106-47-8;2018;#;;;CA;;;;;;;;;;;;3;;;6;7;8;;;17;18;;20;21;;CHLOROANILINE
2965;1,2,4,5-TETRACHLOROBENZENE;BENZENE, 1,2,4,5-TETRACHLORO-;             95-94-3;3077;;;;;;;;;;;;;;;;3;;;;;8;;15;17;;;20;21;;TETRACHLOROBENZENE
2966;p-BROMODIPHENYL ETHER;BENZENE, 1-BROMO-4-PHENOXY-;            101-55-3;3082;;;;;;;;;;F2;;;;;;3;;;;;8;;;17;;;20;21;;BROMODIPHENYLETHER
2968;BENZO(ghi)PERYLENE;BENZO[ghi]PERYLENE;            191-24-2;3082;;;;;;;;;;;;;;;;3;;;6;7;8;;;17;18;;20;;;BENZOPERYLENE
2969;BENZO(k)FLUORANTHENE;BENZO[k]FLUORANTHENE;            207-08-9;3082;#;;;CA;;;;;;;;;;;;3;;5;6;7;8;;;17;18;;20;;;BENZOFLUORANTHENE4
2970;BENZO(jk)FLUORANTHENE;FLUORANTHENE;            206-44-0;3082;;;;;;;;;;;;;;;;3;;;6;;8;;;17;18;;20;21;;BENZOFLUORANTHENE3
2971;BIS (2-CHLOROETHOXY) METHANE;ETHANE, 1,1'-[METHYLENEBIS(OXY)]BIS[2-CHLORO-;            111-91-1;2810;;;;;;;;;;;;;;;;3;;;6;;8;;15;17;18;;20;21;;BISCHLOROETHOXYMETHANE
2972;CARBAMIMIDOSELENOIC ACID;SELENOUREA;            630-10-4;3077;;;;;;;;;;;;;;;;3;;;;;8;;;17;;;20;;;CARBAMIMIDOSELENOICACID
2976;CHLOROPHENOLS;;;;;;;;;;;;;;;;;;;;;;6;;;;;;18;;;;;CHLOROPHENOLS
2978;CHLORODIBROMOMETHANE;METHANE, DIBROMOCHLORO-;            124-48-1;3082;#;;;CA;;;;;;;;;;;;3;;;;7;8;;;17;;;20;;;CHLORODIBROMOMETHANE
2979;DDE;BENZENE, 1,1'-(DICHLOROETHENYLIDENE)BIS[4-CHLORO-;             72-55-9;2761;#;;;CA;;;;;;;;;;;;3;;;;7;8;;;17;;;20;;;DDE
2982;DICHLOROPROPANE;PROPANE, DICHLORO-;          26638-19-7;1279;#;;;;;;;;F3;;;;;;;3;;;;;;;;17;;;20;;;DICHLOROPROPANE1
2985;DINITROTOLUENE;BENZENE, METHYLDINITRO-;          25321-14-6;2038;#;;1;;;;;;;;;R3;;;2;3;4;;6;7;;;15;17;18;;20;;;DINITROTOLUENE1
2988;ENDOSULFAN SULFATE;6,9-METHANO-2,4,3-BENZODIOXATHIEPIN, 6,7,8,9,10,10-HEXACHLORO-1,5,5a,6,9,9a-HEXAHYDRO-,3,3-DIOXIDE;           1031-07-8;2761;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;;;ENDOSULFANSULFATE
2989;ENDOTHALL;7-OXABICYCLO[2.2.1]HEPTANE-2,3-DICARBOXYLIC ACID;            145-73-3;3077;;;;;;;;;;;;;;;;3;;;;;8;;;17;;;20;21;;ENDOTHALL
2990;ENDRIN ALDEHYDE;1,2,4-METHENOCYCLOPENTA[cd]PENTALENE-5-CARBOXALDEHYDE, 2,2a,3,3,4,7-HEXACHLORODECAHYDRO-,(1R,2R,2aR,4S,4aS,5R,6aR,6bR,7S)-rel-;           7421-93-4;2761;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;ENDRINALDEHYDE
2992;1,1,1,2-TETRACHLOROETHANE;ETHANE, 1,1,1,2-TETRACHLORO-;            630-20-6;1702;#;;;CA;;;;;;;;;;;;3;4;;6;7;8;;;17;18;;20;21;;TETRACHLOROETHANE2
2993;FLUORENE;9H-FLUORENE;             86-73-7;3077;;;;;;;;;;;;;;;;3;;;;7;8;;;17;;;20;;;FLUORENE
2997;HEPTACHLOR EPOXIDE;2,5-METHANO-2H-INDENO[1,2-b]OXIRENE, 2,3,4,5,6,7,7-HEPTACHLORO-1a,1b,5,5a,6,6a-HEXAHYDRO-,(1aR,1bS,2R,5S,5aR,6S,6aR)-REL-;           1024-57-3;3082;#;;;CA;;;;;;;;;;;2;3;;;;7;8;;;17;;;20;;;HEPTACHLOREPOXIDE
2998;HEXACHLOROPROPENE;1-PROPENE, 1,1,2,3,3,3-HEXACHLORO-;           1888-71-7;3082;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;HEXACHLOROPROPENE
2999;LEAD SUBACETATE;LEAD, BIS (ACETATO-.kappa.O)TETRAHYDROXYTRI-;           1335-32-6;1616;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;21;;LEADSUBACETATE
3000;N-NITROSOPYRROLIDINE;PYRROLIDINE, 1-NITROSO-;            930-55-2;3082;#;;;CA;;;;;;F2;;;;;;3;;5;;7;8;;;17;;;20;21;;NITROSOPYRROLIDINE
3003;O,O-DIETHYL S-METHYL DITHIOPHOSPHATE;PHOSPHORODITHIOIC ACID, O,O-DIETHYL S-METHYL ESTER;           3288-58-2;3018;;;;;;;;;;;;;;;;3;;;;;;;;17;;;20;21;;OODIETHYLSMETHYLDITHIOPHOSPHATE
3004;PHENANTHRENE;PHENANTHRENE;             85-01-8;1137;;;;;;;;;;;;;;;;3;;;6;7;8;;15;17;18;;20;;;PHENANTHRENE
3008;SILVER COMPOUNDS;;;3082;;;1;;;;;;;;;;;;2;3;4;;6;;;;;17;18;;20;;;SILVERCOMPOUNDS
3010;THALLIUM SELENITE;THALLIUM SELENIDE (TlSe);          12039-52-0;1707;;;1;;;;;;;;;;;;2;3;4;;6;;8;;;17;18;;20;21;;THALLIUMSELENITE
3011;TRICHLOROPHENOL;PHENOL, TRICHLORO-;          25167-82-2;2020;;;;;;;;;;;;;;;;3;;;;;;;;17;18;;20;;;TRICHLOROPHENOL1
3012;ZINC COMPOUNDS;;;3082;;;;;;;;;;;;;;;;3;;;6;;8;;;17;18;;20;;;ZINCCOMPOUNDS
3013;delta-HEXACHLOROCYCLOHEXANE see Fact Sheet # 3334 on HEXACHLOROCYCLOHEXANE (mixed isomers);CYCLOHEXANE, 1,2,3,4,5,6-HEXACHLORO-(1.alpha.,2.alpha.,3.alpha.,4.beta.,5.alpha.,6.beta.)-;            319-86-8;3082;#;;;CA;;;;;;;;;;;;3;;5;;7;8;;;17;;;20;;;HEXACHLOROCYCLOHEXANE4
3017;m-DINITROBENZENE see Fact Sheet # 0777on DINITROBENZENE (mixed isomers);BENZENE,1,3-DINITRO-;             99-65-0;1597;#;;1;;;;;;;;R4;;;;2;3;4;;6;;8;;;17;18;;20;;;DINITROBENZENE2
3018;o-DINITROBENZENE  see Fact Sheet # 0777 on DINITROBENZENE (mixed isomers);BENZENE,1,2-DINITRO-;            528-29-0;1597;#;;1;;;;;;;;R4;;;;2;3;4;;6;;8;;15;17;18;;20;;;DINITROBENZENE3
3019;p-DINITROBENZENE  see Fact Sheet # 0777 on DINITROBENZENE (mixed isomers);BENZENE,1,4-DINITRO-;            100-25-4;1597;#;;1;;;;;;;;R4;;;;2;3;4;;6;;;;;17;18;;20;;;DINITROBENZENE4
3020;m-NITROTOLUENE   see Fact Sheet # 1398 on NITROTOLUENE;BENZENE, 1-METHYL-3-NITRO-;             99-08-1;1664;;;1;;;;;;;;;;;R1;2;3;4;;;7;;;15;17;;;20;;;NITROTOLUENE2
3021;o-NITROTOLUENE   see Fact Sheet # 1398 on NITROTOLUENE;BENZENE, 1-METHYL-2-NITRO-;             88-72-2;1664;;;1;;;;;;;;;;;R1;2;3;4;;;7;;;15;17;;;20;;;NITROTOLUENE3
3022;p-NITROTOLUENE   see Fact Sheet # 1398 on NITROTOLUENE;BENZENE, 1-METHYL-4-NITRO-;             99-99-0;1664;;;1;;;;;;;;;;;R1;2;3;4;;;7;;;15;17;;;20;;;NITROTOLUENE4
3023;tert-AMYL ACETATE;2-BUTANOL, 2-METHYL-, ACETATE;            625-16-1;1104;#;;;;;;;;F3;;;;;;2;3;;;;;;;;17;;;20;;;AMYLACETATE3
3025;tert-BUTYLAMINE;2-PROPANAMINE, 2-METHYL-;             75-64-9;2733;#;;;;CO;;;;F3;;;;;;;3;;;;;;;15;17;;;20;;;BUTYLAMINE4
3052;INDENO(1,2,3-cd)PYRENE;INDENO [1,2,3-cd]PYRENE;            193-39-5;3077;#;;;CA;;;;;;;;;;;;3;;5;6;7;8;;;17;18;;20;21;;INDENOPYRENE
3059;sec-BUTYLAMINE;2-BUTANAMINE;          13952-84-6;2924;#;;;;;;;;F3;;;;;;;3;;;;;;;15;17;;;20;;;BUTYLAMINE3
3062;THALLIUM ACETATE;ACETIC ACID, THALLIUM (1+) SALT;            563-68-8;3082;;;;;;;;;;;;;;;;3;;;;;8;;;17;18;;20;21;;THALLIUMACETATE
3070;1,4-DICHLORO-2-BUTENE;2-BUTENE.1,4-DICHLORO-;            764-41-0;2920;;;;;;;;;;;;;;;2;3;;;6;;;;;17;18;;20;21;;DICHLOROBUTENE2
3073;CADMIUM SULFATE;SULFURIC ACID, CADMIUM SALT (1:1);          10124-36-4;2570;#;;1;CA;;MU;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;CADMIUMSULFATE
3074;BARIUM CHROMATE;CHROMIC ACID (H2CrO4), BARIUM SALT (1:1);          10294-40-3;1564;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;BARIUMCHROMATE
3077;NICKEL SUBSULFIDE;NICKEL SULFIDE (Ni3S2);          12035-72-2;3082;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;NICKELSUBSULFIDE
3078;NICKELOCENE;NICKELOCENE;           1271-28-9;3082;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;NICKELOCENE
3080;BERYL;BERYL (Al2Be3(SiO3)6);           1302-52-9;1566;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;BERYL
3081;CADMIUM SULFIDE;CADMIUM SULFIDE (CdS);           1306-23-6;2570;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;CADMIUMSULFIDE
3082;NICKEL OXIDE;NICKEL OXIDE (NiO);           1313-99-1;3077;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;NICKELOXIDE
3083;BERYLLIUM HYDROXIDE;BERYLLIUM HYDROXIDE (Be(OH)2);          13327-32-7;1566;#;;1;CA;;;;;;;;;;;2;3;4;5;6;7;8;;;17;18;;20;;;BERYLLIUMHYDROXIDE
